"site","Coefficient","order","Model"
"cg12446246",-0.624728474168823,1,"Age-Young"
"cg04684267",0.245049068053055,1,"Age-Young"
"cg15614653",0.543508859149525,1,"Age-Young"
"cg24871743",0.847945486446785,1,"Age-Young"
"cg20404336",0.364307331147996,1,"Age-Young"
"cg14266248",-0.259798587346019,1,"Age-Young"
"cg19583819",0.366310354526362,1,"Age-Young"
"cg05412028",-1.55591062534898,1,"Age-Young"
"cg12389043",0.899420609230827,1,"Age-Young"
"cg01383911",0.376438526949075,1,"Age-Young"
"cg26227957",-0.096466842339209,1,"Age-Young"
"cg10804656",0.265193569938228,1,"Age-Young"
"cg13407335",-0.179444123793906,1,"Age-Young"
"cg23361092",0.676320360563088,1,"Age-Young"
"cg20396436",0.914312352325444,1,"Age-Young"
"cg15225991",-0.007533491424032,1,"Age-Young"
"cg20149168",1.11203879921864,1,"Age-Young"
"cg05575921",-0.391233760524688,1,"Age-Young"
"cg12899747",-0.908270808393344,1,"Age-Young"
"cg09118625",0.0838811605369002,1,"Age-Young"
"cg02107842",0.242396213032977,1,"Age-Young"
"cg04969688",0.0473523063317254,1,"Age-Young"
"cg13654962",-0.159261878787243,1,"Age-Young"
"cg18933331",-2.22589347420582,1,"Age-Young"
"cg16997203",0.109781181775486,1,"Age-Young"
"cg01410876",-0.470371439497682,1,"Age-Young"
"cg03636183",-0.227280371635647,1,"Age-Young"
"cg07211259",-0.288724144598577,1,"Age-Young"
"cg24436906",1.0786642372459,1,"Age-Young"
"cg00454305",0.259905960577934,1,"Age-Young"
"cg11220950",0.962492924494438,1,"Age-Young"
"cg05914150",-0.690480866000874,1,"Age-Young"
"cg01511232",0.878187051476693,1,"Age-Young"
"cg27015931",-0.256045444938652,1,"Age-Young"
"cg23051272",0.218614291666572,1,"Age-Young"
"cg13026729",1.49267665534379,1,"Age-Young"
"cg10635122",0.916215477160192,1,"Age-Young"
"cg07850604",0.0535995648580508,1,"Age-Young"
"cg00303541",1.20642843221752,1,"Age-Young"
"cg21099148",0.179661592585287,1,"Age-Young"
"cg07467649",0.270538317401823,1,"Age-Young"
"cg05707655",1.57030917334707,1,"Age-Young"
"cg03857553",0.0954917438104795,1,"Age-Young"
"cg25618424",0.14438363759601,1,"Age-Young"
"cg27209578",0.337762159381283,1,"Age-Young"
"cg27162435",0.951367225279745,1,"Age-Young"
"cg14338526",-0.50179084210652,1,"Age-Young"
"cg06526721",-0.785342464912339,1,"Age-Young"
"cg00263619",0.706747250612871,1,"Age-Young"
"cg08289839",0.378718142354397,1,"Age-Young"
"cg02583484",-1.02181768004159,1,"Age-Young"
"cg22197050",0.703191959585307,1,"Age-Young"
"cg01431482",0.237330838615905,1,"Age-Young"
"cg24853724",0.167829044824572,1,"Age-Young"
"cg04548815",0.339300846290986,1,"Age-Young"
"cg15393490",-2.34216963989614,1,"Age-Young"
"cg02795076",1.00314685629303,1,"Age-Young"
"cg05308819",-0.10141844357571,1,"Age-Young"
"cg26680989",-0.317462575911694,1,"Age-Young"
"cg04164838",0.697449969028225,1,"Age-Young"
"cg14918082",1.5461079411961,1,"Age-Young"
"cg23746497",-0.542507516668939,1,"Age-Young"
"cg18642234",-0.0575734146992477,1,"Age-Young"
"cg04158018",-0.366638374380848,1,"Age-Young"
"cg03440125",0.165313194205277,1,"Age-Young"
"cg25132241",-0.107774335384088,1,"Age-Young"
"cg00827893",0.0797590080377378,1,"Age-Young"
"cg17572056",-0.563262894322395,1,"Age-Young"
"cg09912552",0.0318745031879435,1,"Age-Young"
"cg01283289",-0.0278839298677792,1,"Age-Young"
"cg26690592",1.29393675428741,1,"Age-Young"
"cg11807280",-1.67136545921407,1,"Age-Young"
"cg00793186",1.14854799041368,1,"Age-Young"
"cg21373806",-0.273012947735693,1,"Age-Young"
"cg01323777",-0.0421433381183973,1,"Age-Young"
"cg12141659",0.170604813495126,1,"Age-Young"
"cg27569300",-0.0262682780537778,1,"Age-Young"
"cg16361302",0.94736008446219,1,"Age-Young"
"cg09868768",-0.266186025357335,1,"Age-Young"
"cg27210657",-1.04870457674576,1,"Age-Young"
"cg10967866",0.234519415500804,1,"Age-Young"
"cg16831331",-0.377590688284401,1,"Age-Young"
"cg00593462",0.927483471701412,1,"Age-Young"
"cg23429698",0.882499995471865,1,"Age-Young"
"cg06230847",0.0107796228460264,1,"Age-Young"
"cg20153322",-0.0002842460590491,1,"Age-Young"
"cg03025830",0.435807972994945,1,"Age-Young"
"cg17607231",0.28324299876,1,"Age-Young"
"cg14580211",-0.117852346803776,1,"Age-Young"
"cg23304156",-0.537534344426153,1,"Age-Young"
"cg27367526",-0.897411089977251,1,"Age-Young"
"cg15711521",-1.26944452812113,1,"Age-Young"
"cg12004276",0.586673667210094,1,"Age-Young"
"cg19029181",0.0569633084597489,1,"Age-Young"
"cg10874644",-1.31171527160694,1,"Age-Young"
"cg21213853",1.52617937071177,1,"Age-Young"
"cg27274542",-0.108867159123266,1,"Age-Young"
"cg14316231",0.80223489071269,1,"Age-Young"
"cg16983588",-0.689387487703596,1,"Age-Young"
"cg14901243",0.498206720271274,1,"Age-Young"
"cg25461186",-0.247223341965595,1,"Age-Young"
"cg13026550",-0.198260614860126,1,"Age-Young"
"cg00711496",-0.142919851880664,1,"Age-Young"
"cg08289567",-0.672265471009334,1,"Age-Young"
"cg25790365",-0.129290790479071,1,"Age-Young"
"cg21113746",-0.799855389927784,1,"Age-Young"
"cg11032810",-0.0026707160988857,1,"Age-Young"
"cg01841306",0.171214540291352,1,"Age-Young"
"cg22809047",0.628352961275985,1,"Age-Young"
"cg09636661",-1.08436076690651,1,"Age-Young"
"cg18808904",0.17508244894836,1,"Age-Young"
"cg23729283",0.14268923295289,1,"Age-Young"
"cg00101940",0.117180558034724,1,"Age-Young"
"cg18917643",0.0181588314207771,1,"Age-Young"
"cg17417049",-0.143545892396623,1,"Age-Young"
"cg02203067",0.378789453275834,1,"Age-Young"
"cg06335143",0.47755804107333,1,"Age-Young"
"cg22277154",-1.68173208444058,1,"Age-Young"
"cg06208270",-0.989754248839287,1,"Age-Young"
"cg00439658",0.156747894051964,1,"Age-Young"
"cg07248223",-0.0902456053314622,1,"Age-Young"
"cg17338821",0.932375667102376,1,"Age-Young"
"cg25584930",0.975977023720162,1,"Age-Young"
"cg22069247",-1.04602996897286,1,"Age-Young"
"cg17025683",-0.616293380662709,1,"Age-Young"
"cg11429111",0.0596221270276492,1,"Age-Young"
"cg23058194",-0.22425800989587,1,"Age-Young"
"cg03760191",0.618400364409651,1,"Age-Young"
"cg11882607",0.664616605221623,1,"Age-Young"
"cg19145218",-0.166662945809612,1,"Age-Young"
"cg00944304",0.134237081784163,1,"Age-Young"
"cg17804348",0.354241146226138,1,"Age-Young"
"cg01256539",-0.770951738334774,1,"Age-Young"
"cg19663246",-0.853418346795576,1,"Age-Young"
"cg12627844",0.54200295116945,1,"Age-Young"
"cg03916421",0.567347056982465,1,"Age-Young"
"cg08443038",-0.117254781452254,1,"Age-Young"
"cg23303074",-0.958997442191824,1,"Age-Young"
"cg16238149",0.135993013373832,1,"Age-Young"
"cg27027375",0.0012973842158906,1,"Age-Young"
"cg14829814",-0.5197661788576,1,"Age-Young"
"cg04596060",-0.484675019019785,1,"Age-Young"
"cg17789713",0.430647487226703,1,"Age-Young"
"cg15341124",0.0995804734170813,1,"Age-Young"
"cg12686055",-0.715242245916153,1,"Age-Young"
"cg14209784",-0.672471483623502,1,"Age-Young"
"cg22796704",-0.664551863083967,1,"Age-Young"
"cg18369516",1.18740643029592,1,"Age-Young"
"cg11775828",-0.386075135639462,1,"Age-Young"
"cg24497732",0.621606037602487,1,"Age-Young"
"cg27106513",0.478654524009644,1,"Age-Young"
"cg01952185",0.134204710019366,1,"Age-Young"
"cg11084334",1.18490427328435,1,"Age-Young"
"cg22943590",-1.22450152986813,1,"Age-Young"
"cg01176433",0.639311064068593,1,"Age-Young"
"cg18014547",0.57425449984505,1,"Age-Young"
"cg02228185",-0.550478280660261,1,"Age-Young"
"cg17469479",-0.420072800930006,1,"Age-Young"
"cg10274029",0.0409754441543399,1,"Age-Young"
"cg10341242",0.0216598730568492,1,"Age-Young"
"cg00782708",-0.210386304202774,1,"Age-Young"
"cg26898099",-0.35423311841502,1,"Age-Young"
"cg16034652",0.821411216494755,1,"Age-Young"
"cg26703534",-0.0048498941030246,1,"Age-Young"
"cg14207833",0.0825055413366894,1,"Age-Young"
"cg06819923",-1.20282552547791,1,"Age-Young"
"cg09667606",0.321438101717442,1,"Age-Young"
"cg24481841",-0.764726516752935,1,"Age-Young"
"cg20426042",0.677454066398834,1,"Age-Young"
"cg01901332",0.0906707353116855,1,"Age-Young"
"cg19137806",-0.243725112986097,1,"Age-Young"
"cg22959742",0.150347993130072,1,"Age-Young"
"cg08937102",-0.327056812169748,1,"Age-Young"
"cg09310092",-0.101603943749951,1,"Age-Young"
"cg00753885",-1.1551147619596,1,"Age-Young"
"cg19451698",0.548200360226616,1,"Age-Young"
"cg04980928",-0.33094200878542,1,"Age-Young"
"cg18446336",0.739588581907543,1,"Age-Young"
"cg20119532",0.122105713560096,1,"Age-Young"
"cg07416237",-0.480273288636428,1,"Age-Young"
"cg15169266",0.164011110703384,1,"Age-Young"
"cg24794228",-0.40501511991823,1,"Age-Young"
"cg25463483",0.0445826235400338,1,"Age-Young"
"cg13963033",0.0583840100767751,1,"Age-Young"
"cg09907542",-0.0005782334380413,1,"Age-Young"
"cg01798157",0.0914767658558724,1,"Age-Young"
"cg07584066",0.682148328655219,1,"Age-Young"
"cg06832406",-0.170869511474308,1,"Age-Young"
"cg15736127",0.054154769148682,1,"Age-Young"
"cg03568859",0.323714780091727,1,"Age-Young"
"cg19031565",1.10795955222049,1,"Age-Young"
"cg11051055",0.0716090495514821,1,"Age-Young"
"cg22073802",0.0989209882202765,1,"Age-Young"
"cg16054275",-1.00605501343591,1,"Age-Young"
"cg10906284",0.422883095162479,1,"Age-Young"
"cg01960979",-1.622636899671,1,"Age-Young"
"cg27219972",0.151816683487517,1,"Age-Young"
"cg05106770",-0.17020922193481,1,"Age-Young"
"cg00007076",1.30496596658188,1,"Age-Young"
"cg05567511",-0.227200156112222,1,"Age-Young"
"cg16795184",0.276755768563747,1,"Age-Young"
"cg23208717",0.653144959382314,1,"Age-Young"
"cg08151705",0.190099654239765,1,"Age-Young"
"cg14016177",0.968363340309649,1,"Age-Young"
"cg25305703",-0.164600396560475,1,"Age-Young"
"cg07177756",-0.339565914930516,1,"Age-Young"
"cg11589287",-0.206129027780349,1,"Age-Young"
"cg09355008",-1.00653549052801,1,"Age-Young"
"cg14030836",-0.504984083073629,1,"Age-Young"
"cg13059136",0.290988716605249,1,"Age-Young"
"cg23110422",0.103612566567654,1,"Age-Young"
"cg05174975",0.630079093115107,1,"Age-Young"
"cg19761273",-0.874626762821114,1,"Age-Young"
"cg19230755",1.08894138200662,1,"Age-Young"
"cg25162533",0.436946105148321,1,"Age-Young"
"cg25677261",-0.486015684531834,1,"Age-Young"
"cg24607642",-0.319250793192916,1,"Age-Young"
"cg27195326",-0.195411214985357,1,"Age-Young"
"cg06575692",0.0346784862435555,1,"Age-Young"
"cg27640528",-0.246484480131618,1,"Age-Young"
"cg13935689",0.504886422737012,1,"Age-Young"
"cg16361966",-0.0127367625741016,1,"Age-Young"
"cg08719608",-0.287719422849342,1,"Age-Young"
"cg23552977",-1.5024335289491,1,"Age-Young"
"cg02797271",-0.0254591970637874,1,"Age-Young"
"cg12373771",0.12896526625128,1,"Age-Young"
"cg22993195",-1.07037888110766,1,"Age-Young"
"cg24408769",-0.322457383928649,1,"Age-Young"
"cg07082267",-1.32701311524182,1,"Age-Young"
"cg01899089",0.082853460340006,1,"Age-Young"
"cg24843003",-0.0657306656914171,1,"Age-Young"
"cg13036702",0.309960410178679,1,"Age-Young"
"cg16608498",0.11391527162635,1,"Age-Young"
"cg26468696",0.829644249254215,1,"Age-Young"
"cg04069539",0.309783949689662,1,"Age-Young"
"cg16008966",-0.469307742357675,1,"Age-Young"
"cg06638023",0.500757834377696,1,"Age-Young"
"cg00582902",0.367187483331531,1,"Age-Young"
"cg01890836",0.0592398440418262,1,"Age-Young"
"cg17486101",0.322155161804445,1,"Age-Young"
"cg08514311",0.613885040597169,1,"Age-Young"
"cg01770755",0.23050496832041,1,"Age-Young"
"cg18599081",-0.521463172001861,1,"Age-Young"
"cg21144928",0.479166034409265,1,"Age-Young"
"cg13135455",-0.0320819008940749,1,"Age-Young"
"cg04358214",-0.730677710053625,1,"Age-Young"
"cg10173620",0.39970208505967,1,"Age-Young"
"cg12549908",-0.111997094822242,1,"Age-Young"
"cg10064322",0.188029756438616,1,"Age-Young"
"cg15775914",0.557008743614636,1,"Age-Young"
"cg17985311",-0.194965823012899,1,"Age-Young"
"cg06057569",0.210845573135927,1,"Age-Young"
"cg26027669",0.169372352268451,1,"Age-Young"
"cg13104274",1.12465096746109,1,"Age-Young"
"cg02241160",0.467507375019495,1,"Age-Young"
"cg15624624",0.480363114806581,1,"Age-Young"
"cg04191427",-0.392077458545331,1,"Age-Young"
"cg26126806",0.0199999062901138,1,"Age-Young"
"cg25402049",0.303367930685771,1,"Age-Young"
"cg06574422",1.42446547245011,1,"Age-Young"
"cg07544187",0.215216079762882,1,"Age-Young"
"cg04551776",0.33573439776532,1,"Age-Young"
"cg23998119",-0.460372446051476,1,"Age-Young"
"cg18663307",-0.0002052216954707,1,"Age-Young"
"cg08428292",-0.467937844116257,1,"Age-Young"
"cg06553792",-0.172732273506059,1,"Age-Young"
"cg00815325",0.137681658099677,1,"Age-Young"
"cg18271914",0.0487518956201946,1,"Age-Young"
"cg13139542",0.480661880923418,1,"Age-Young"
"cg22793142",-1.13797577367091,1,"Age-Young"
"cg25571880",-0.228972200119622,1,"Age-Young"
"cg26686361",0.471742511955417,1,"Age-Young"
"cg19327213",0.355386651935821,1,"Age-Young"
"cg16292768",-0.607418860269336,1,"Age-Young"
"cg15900052",0.0361016863117864,1,"Age-Young"
"cg16181396",0.336025077408837,1,"Age-Young"
"cg13663218",-0.084627313386028,1,"Age-Young"
"cg15609237",-0.270283425934755,1,"Age-Young"
"cg06145669",0.075371855323803,1,"Age-Young"
"cg03562414",1.11922169970468,1,"Age-Young"
"cg22169990",0.744032642805199,1,"Age-Young"
"cg17802949",0.180836725022294,1,"Age-Young"
"cg13274149",-0.302443040693703,1,"Age-Young"
"cg22953960",0.560433455512051,1,"Age-Young"
"cg08884752",-0.0629415276439488,1,"Age-Young"
"cg20732787",0.483354033972431,1,"Age-Young"
"cg01418351",-0.0584879463343155,1,"Age-Young"
"cg05135521",-0.447040897118275,1,"Age-Young"
"cg14914442",-0.0260654609296944,1,"Age-Young"
"cg04604946",-0.294926870251798,1,"Age-Young"
"cg09791504",-0.541215784478114,1,"Age-Young"
"cg16737517",-0.0457377069725888,1,"Age-Young"
"cg19717773",-1.02995829759348,1,"Age-Young"
"cg00328729",-0.277505006487364,1,"Age-Young"
"cg19809499",-0.245135434574943,1,"Age-Young"
"cg12223258",0.478438410493498,1,"Age-Young"
"cg27021512",-0.522874312491412,1,"Age-Young"
"cg11403831",0.182439345575519,1,"Age-Young"
"cg17430979",-0.675096130629249,1,"Age-Young"
"cg11830800",-0.490871990443728,1,"Age-Young"
"cg10425861",-0.103437359394371,1,"Age-Young"
"cg04105923",-1.19773092233737,1,"Age-Young"
"cg00055679",0.329389872073481,1,"Age-Young"
"cg12685846",0.276031076260315,1,"Age-Young"
"cg05926722",0.341952071282717,1,"Age-Young"
"cg07173823",-0.632278834826959,1,"Age-Young"
"cg09639964",0.433609484266179,1,"Age-Young"
"cg13648715",0.310988101662571,1,"Age-Young"
"cg06156376",0.110678930962,1,"Age-Young"
"cg17588003",0.02228083562874,1,"Age-Young"
"cg13896106",0.55016899654626,1,"Age-Young"
"cg15220605",-0.419855929842787,1,"Age-Young"
"cg01196788",-0.413459558927717,1,"Age-Young"
"cg08957484",-0.587871079622111,1,"Age-Young"
"cg03646329",1.10263282901206,1,"Age-Young"
"cg00887112",0.309700590771292,1,"Age-Young"
"cg17326555",1.24387615829329,1,"Age-Young"
"cg05413628",-0.0363858363581592,1,"Age-Young"
"cg10759972",-0.249488683115913,1,"Age-Young"
"cg23546474",-0.235993753446193,1,"Age-Young"
"cg11155924",-0.319788932021818,1,"Age-Young"
"cg09614389",0.631465011585779,1,"Age-Young"
"cg17372101",-1.01849203316429,1,"Age-Young"
"cg24127061",-0.346584274147561,1,"Age-Young"
"cg10750182",-0.418585355992533,1,"Age-Young"
"cg16601359",-0.0938425469890161,1,"Age-Young"
"cg06965409",-0.0174168044107394,1,"Age-Young"
"cg20018563",0.0894498329240789,1,"Age-Young"
"cg21808053",0.880413950417932,1,"Age-Young"
"cg01145119",-1.54954244014467,1,"Age-Young"
"cg06023661",0.760425822052178,1,"Age-Young"
"cg01580888",0.432908953010757,1,"Age-Young"
"cg24711649",-0.271341246733929,1,"Age-Young"
"cg09199486",0.300832189643671,1,"Age-Young"
"cg27430293",1.30710651090123,1,"Age-Young"
"cg01797043",-0.177329580491252,1,"Age-Young"
"cg18608055",0.410003321308356,1,"Age-Young"
"cg21375204",-0.170049878582243,1,"Age-Young"
"cg08553327",-0.299733986987681,1,"Age-Young"
"cg09718037",-0.0986981306294355,1,"Age-Young"
"cg12603453",0.148496094178716,1,"Age-Young"
"cg21845953",0.0108188913163563,1,"Age-Young"
"cg12916723",0.676917938925088,1,"Age-Young"
"cg00711896",0.0989949426576332,1,"Age-Young"
"cg05619598",-0.0442844873032495,1,"Age-Young"
"cg21301258",-0.149813195652803,1,"Age-Young"
"cg06283478",-0.159661167428566,1,"Age-Young"
"cg06002516",-0.28533490167762,1,"Age-Young"
"cg08271909",0.0277849478878742,1,"Age-Young"
"cg16429927",0.423828438495469,1,"Age-Young"
"cg23482898",0.783953139820446,1,"Age-Young"
"cg04845871",-0.907783844290498,1,"Age-Young"
"cg23919844",-0.653352749381708,1,"Age-Young"
"cg16832267",0.0145722601991277,1,"Age-Young"
"cg04622024",0.499288242567966,1,"Age-Young"
"cg11091012",-0.103084845315061,1,"Age-Young"
"cg05677062",-0.649933194283756,1,"Age-Young"
"cg01616956",-1.26204016589504,1,"Age-Young"
"cg19737746",0.49293473012996,1,"Age-Young"
"cg17540765",-0.448108822638035,1,"Age-Young"
"cg00741624",0.0253447585902165,1,"Age-Young"
"cg18738581",-0.0813964510999331,1,"Age-Young"
"cg18694169",-0.646897608128384,1,"Age-Young"
"cg15159987",0.592288556316259,1,"Age-Young"
"cg16691087",-0.399198567420805,1,"Age-Young"
"cg04579254",-0.193736050483177,1,"Age-Young"
"cg12459502",-0.268698261168072,1,"Age-Young"
"cg03707502",-0.138056660966423,1,"Age-Young"
"cg23688719",0.0698070982600665,1,"Age-Young"
"cg20889322",-1.55363623859135,1,"Age-Young"
"cg16053677",-0.0326913042957522,1,"Age-Young"
"cg04757168",-0.706018250130862,1,"Age-Young"
"cg02098565",0.530550629250076,1,"Age-Young"
"cg04345034",-0.112446019073413,1,"Age-Young"
"cg09182189",0.314718768957477,1,"Age-Young"
"cg25513379",-0.346662351919583,1,"Age-Young"
"cg04611801",-0.22102452268485,1,"Age-Young"
"cg21645089",0.401620135592244,1,"Age-Young"
"cg17208953",-0.445666809381772,1,"Age-Young"
"cg05082527",-0.795785323372228,1,"Age-Young"
"cg10523019",0.537734322217592,1,"Age-Young"
"cg27049094",0.0921026709566133,1,"Age-Young"
"cg06369624",0.0013201103465704,1,"Age-Young"
"cg11126134",0.123981660055108,1,"Age-Young"
"cg09636313",0.108471090896829,1,"Age-Young"
"cg24705158",0.81232323283262,1,"Age-Young"
"cg11649376",-2.1554787593008,1,"Age-Young"
"cg13027458",0.380736083362781,1,"Age-Young"
"cg01664241",0.173657936173852,1,"Age-Young"
"cg26673195",-0.909841386663008,1,"Age-Young"
"cg07949141",0.231574736689671,1,"Age-Young"
"cg26877077",-0.0130613714164526,1,"Age-Young"
"cg15957394",0.141230700450569,1,"Age-Young"
"cg20225999",0.409643697870779,1,"Age-Young"
"cg02722637",0.443162139339891,1,"Age-Young"
"cg26260995",0.0586332695920471,1,"Age-Young"
"cg23996071",-0.877901564998192,1,"Age-Young"
"cg06942701",0.210709188993777,1,"Age-Young"
"cg23669118",-0.378921819163049,1,"Age-Young"
"cg04777348",0.441124500558772,1,"Age-Young"
"cg15951188",-0.517394717394102,1,"Age-Young"
"cg18183961",-0.233480659136764,1,"Age-Young"
